target,count,mean,std,min,25%,50%,75%,max
direct-27017,351027.0,0.0007008007931013854,0.026463402396158343,0.0,0.0,0.0,0.0,1.0
direct-27018,350971.0,0.007880993016517034,0.08842457375355685,0.0,0.0,0.0,0.0,1.0
direct-27019,351019.0,0.0070281095895094,0.08353882418640203,0.0,0.0,0.0,0.0,1.0
direct-27020,350995.0,0.00368381315973162,0.06058261414842238,0.0,0.0,0.0,0.0,1.0
rs-primary-local,350999.0,0.0008176661471970006,0.02868271143177611,-1.0,0.0,0.0,0.0,1.0
rs-secondary-causal-local,351020.0,0.005555239017719788,0.07432626773392868,0.0,0.0,0.0,0.0,1.0
rs-secondary-causal-majority,351020.0,0.1144977494159877,0.31841530056462103,0.0,0.0,0.0,0.0,1.0
rs-secondary-local,350998.0,0.004920255955874393,0.0699718585301041,0.0,0.0,0.0,0.0,1.0
rs-secondary-majority,351020.0,0.11271152640875164,0.31624029333608056,0.0,0.0,0.0,0.0,1.0
